carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.59,3,3,2,62.3,60.0,7.49,7.42,4.64,10186.882938211778
1.03,3,3,4,62.2,59.0,6.41,6.46,4.0,6124.998424331092
0.38,3,3,4,61.9,56.0,4.68,4.63,2.88,717.7153415191196
0.74,4,5,1,59.2,59.0,5.92,5.97,3.52,2936.0649631866177
1.5,2,3,2,63.1,59.0,7.22,7.27,4.57,9293.108106249749
1.01,1,5,2,59.3,64.0,6.47,6.49,3.84,5370.753651544283
1.71,3,2,3,62.5,58.0,7.64,7.52,4.74,11561.829423668305
0.9,2,3,3,61.3,59.0,6.15,6.21,3.79,4402.766255513154
1.09,4,3,1,61.2,57.0,6.63,6.68,4.07,5334.807883946758
0.78,2,5,4,60.0,56.0,6.0,6.03,3.61,4570.770794147265
0.32,4,6,3,61.5,56.0,4.41,4.44,2.72,928.4136839003595
0.3,4,4,7,62.0,56.0,4.31,4.33,2.68,2114.0149893102525
1.01,3,3,2,58.8,58.0,6.59,6.51,3.85,5056.656829675552
0.32,4,6,5,61.7,55.0,4.39,4.42,2.72,1956.3137415094282
1.05,3,2,3,62.7,59.0,6.49,6.43,4.05,5403.580773330319
0.9,4,2,2,61.1,58.0,6.24,6.19,3.79,3781.9044078489355
0.54,4,3,6,62.2,56.0,5.2,5.22,3.24,3090.303659402254
1.5,4,5,2,62.6,56.0,7.27,7.3,4.56,10255.541673296912
1.01,1,6,2,62.9,57.0,6.34,6.37,4.0,5691.360932400264
1.76,4,4,1,62.6,55.0,7.69,7.64,4.8,11894.394347981332
1.01,0,4,3,65.2,52.0,6.31,6.29,4.11,5390.690103601105
1.03,4,2,1,60.5,57.0,6.58,6.52,3.96,4463.541261758812
0.3,4,5,6,60.1,57.0,4.38,4.41,2.64,2006.1087706766343
2.03,4,3,1,62.5,56.0,8.1,8.05,5.05,14108.346850982525
0.54,3,1,6,60.8,61.0,5.28,5.22,3.19,2237.59638357139
1.01,3,6,1,58.3,59.0,6.67,6.63,3.88,5472.290054416393
1.51,0,1,0,65.1,57.0,7.16,7.12,4.65,7449.314187523056
0.56,2,5,4,62.7,60.0,5.25,5.28,3.3,2521.9447980091522
0.47,3,3,3,61.0,59.0,5.03,5.0,3.06,880.4202473551873
0.9,2,3,1,61.1,55.0,6.21,6.26,3.81,3470.489404451274
0.57,3,5,3,61.0,58.0,5.34,5.31,3.25,2362.062604530587
0.36,4,3,5,61.8,55.0,4.57,4.62,2.84,1254.85764253245
0.9,3,2,3,61.2,61.0,6.21,6.14,3.78,4100.869055312422
0.8,1,4,3,60.5,62.3,5.97,6.01,3.62,3663.2585830015073
0.5,4,5,5,61.7,55.7,5.09,5.12,3.13,2949.7998344785665
1.16,2,1,2,62.7,57.0,6.67,6.76,4.21,5545.348557655894
0.54,4,3,1,62.3,58.0,5.17,5.2,3.23,553.5372363206088
0.23,3,5,5,61.8,58.0,3.94,3.92,2.43,844.8322484171376
0.96,3,6,1,59.1,58.0,6.53,6.44,3.83,5013.279424723309
0.38,4,5,3,61.9,57.0,4.61,4.66,2.87,1020.4301185160148
0.32,4,3,5,61.2,56.0,4.42,4.41,2.7,975.2883812581476
0.71,4,6,5,61.6,56.0,5.69,5.77,3.53,5017.837589805242
1.05,3,4,4,62.3,55.0,6.57,6.49,4.07,6617.793125004044
1.16,3,3,5,60.0,59.0,6.89,6.82,4.11,7790.235690814163
0.9,2,6,2,63.0,58.0,6.11,6.14,3.86,4790.9507634148795
0.41,1,4,3,59.7,63.0,4.8,4.85,2.88,519.923047923573
0.71,2,1,1,61.9,54.0,5.67,5.74,3.53,1204.679705140582
0.74,2,2,4,62.3,56.0,5.75,5.78,3.59,3197.175162009094
0.73,3,1,4,61.2,59.0,5.82,5.84,3.57,2838.1186901273213
1.16,4,2,1,61.1,56.0,6.78,6.79,4.15,5669.495882574771
1.57,0,2,4,67.3,66.0,7.85,5.75,3.87,9377.3462427164
0.3,2,6,3,62.9,58.0,4.23,4.26,2.67,461.16192697589213
0.58,4,4,1,60.9,56.0,5.42,5.39,3.29,1257.293819308045
0.32,2,6,3,62.0,57.0,4.38,4.42,2.73,646.9653902566761
1.51,4,1,2,62.7,57.0,7.35,7.3,4.59,8965.589432156883
0.7,3,3,2,62.0,61.0,5.67,5.62,3.5,2169.8193397087202
0.88,4,5,1,62.2,57.0,6.08,6.2,3.82,4112.682537370204
0.7,4,3,2,62.2,56.0,5.72,5.69,3.55,2361.1802649790525
0.25,4,4,6,62.3,56.0,4.01,4.03,2.5,1309.8786241611347
0.7,2,4,3,62.4,59.0,5.64,5.71,3.54,2921.3656568113934
1.07,4,3,1,61.7,57.0,6.55,6.59,4.05,5146.901234413537
0.39,0,3,7,57.1,61.0,4.83,4.88,2.77,2103.1466466440183
1.55,4,4,3,61.8,54.0,7.44,7.48,4.61,10943.510600477934
1.18,4,1,3,62.3,56.0,6.76,6.73,4.21,6479.87781304898
1.21,3,2,2,61.8,58.0,6.83,6.79,4.21,6434.067402386865
0.27,4,1,4,62.1,54.0,4.16,4.18,2.59,-506.13491673075305
0.35,4,2,5,62.5,57.0,4.54,4.48,2.82,737.5844079241106
0.7,4,2,3,62.4,56.0,5.63,5.72,3.54,2603.1410171499956
0.91,3,1,3,62.4,61.0,6.18,6.16,3.85,3813.731923691983
0.33,4,6,3,62.6,56.0,4.43,4.39,2.76,926.8383459964634
2.14,3,1,2,61.3,61.0,8.32,8.28,5.09,14807.305374190075
1.2,3,1,3,62.6,58.0,6.77,6.72,4.22,6489.342656234854
0.3,2,2,6,62.6,56.0,4.25,4.28,2.67,729.9902147991675
0.5,4,1,2,59.8,59.0,5.18,5.15,3.09,146.30917911545612
0.55,4,3,3,62.2,54.0,5.27,5.28,3.28,1687.8897282245593
2.01,2,2,3,63.5,59.0,7.92,7.86,5.01,14324.617214182124
0.3,4,2,5,61.3,57.0,4.33,4.31,2.65,479.91408826637235
1.65,3,6,2,60.4,60.0,7.63,7.58,4.59,11839.66410266869
0.26,2,4,3,62.4,58.0,4.06,4.08,2.54,-428.12296794322765
0.42,4,6,4,61.1,57.0,4.84,4.81,2.95,2139.7290006988833
0.5,3,4,5,61.9,58.0,5.07,5.1,3.15,2446.7103440901165
1.09,4,3,3,62.4,55.0,6.61,6.56,4.11,6303.411080130263
0.41,3,3,2,61.3,58.0,4.76,4.8,2.93,-29.893663577552616
1.06,3,4,2,58.4,61.0,6.73,6.69,3.92,5753.297667888874
1.49,0,4,2,59.6,63.0,7.2,7.34,4.33,9473.429343181071
0.37,2,4,3,59.2,61.0,4.63,4.69,2.76,449.50258689892144
0.4,2,6,3,63.5,55.0,4.69,4.66,2.97,1168.081307272997
0.9,2,5,2,62.2,60.0,6.14,6.17,3.83,4455.821966860511
0.35,2,2,2,61.3,55.0,4.55,4.58,2.8,-860.1230098822266
1.51,2,5,3,62.4,59.0,7.26,7.36,4.56,10572.14203317018
1.08,3,3,2,59.4,60.0,6.7,6.63,3.96,5614.302254107462
0.38,4,4,4,62.4,54.0,4.64,4.68,2.91,1208.8527627330477
1.06,4,1,3,61.4,57.0,6.57,6.52,4.02,5399.165009250062
0.51,4,5,3,61.5,55.0,5.23,5.14,3.19,1966.4617706808428
1.0,0,4,2,64.8,58.0,6.26,6.21,4.04,4701.591313357207
0.32,4,4,3,60.3,55.0,4.45,4.4,2.67,370.16267141875096
1.02,3,4,3,62.4,59.0,6.4,6.45,4.01,5831.779198722643
0.42,3,2,3,62.1,57.0,4.8,4.76,2.97,179.02537880235968
1.02,3,3,1,62.3,58.1,6.41,6.38,4.0,4528.333177356917
0.31,2,4,3,63.4,56.0,4.32,4.29,2.73,-145.41448640786484
0.9,1,5,2,63.9,57.0,6.12,6.08,3.9,4289.036026192511
1.05,4,4,3,59.1,57.0,6.67,6.66,3.94,6365.331477763071
0.9,1,4,2,58.0,58.0,6.24,6.28,3.63,4325.50159312144
0.33,4,6,5,60.9,57.0,4.46,4.48,2.72,2016.8735423697592
0.4,2,5,4,60.1,58.0,4.72,4.76,2.85,1522.3688732351275
1.37,4,3,1,62.8,57.0,7.12,7.06,4.45,7792.973358941999
0.72,4,4,7,62.0,57.0,5.71,5.78,3.56,5403.988048535638
1.08,4,1,3,61.6,56.0,6.63,6.59,4.07,5572.67816194955
0.35,3,5,7,59.0,61.0,4.64,4.62,2.73,2685.113312157645
2.02,3,2,1,61.5,58.0,8.14,8.1,4.99,13554.17388743161
1.88,1,0,1,57.9,59.0,8.16,8.11,4.71,11414.663827831158
1.52,4,2,3,61.8,55.1,7.38,7.42,4.58,9997.133694083806
1.01,4,3,2,62.2,55.0,6.44,6.46,4.01,5106.276555856133
0.56,4,3,4,60.7,57.0,5.27,5.34,3.22,2342.86686129599
0.96,3,5,1,62.8,60.0,6.3,6.24,3.94,4531.807050623548
0.34,2,5,2,63.4,55.0,4.46,4.44,2.82,-94.39934941223282
0.8,4,5,2,61.1,56.0,5.98,6.01,3.66,3952.3460844622605
0.3,4,6,4,61.0,57.0,4.31,4.32,2.63,1314.3547123431763
0.54,4,5,3,61.8,57.0,5.23,5.26,3.24,2215.996279357867
0.71,1,3,3,63.5,59.0,5.63,5.67,3.59,2502.9944715048136
1.01,2,4,3,61.5,57.0,6.4,6.48,3.96,5731.164205142855
1.02,4,1,1,62.8,58.0,6.37,6.41,4.01,4000.701085128777
2.01,2,1,3,62.1,60.0,7.96,8.01,4.96,14059.951119048857
0.33,4,3,4,62.4,56.0,4.43,4.45,2.77,476.13555664530986
0.44,4,3,2,62.7,57.0,4.82,4.85,3.03,272.54629015133423
0.31,2,5,6,62.3,59.0,4.32,4.38,2.71,1693.3988838464752
0.26,2,3,5,62.6,56.0,4.1,4.13,2.57,251.47025921108934
1.58,4,5,2,61.0,57.0,7.5,7.55,4.59,11025.811774396316
0.32,4,5,1,61.6,56.0,4.4,4.43,2.72,-395.26052471678076
0.31,1,3,2,63.3,57.0,4.3,4.33,2.73,-1088.2046655642985
0.75,2,2,1,61.9,56.0,5.79,5.87,3.61,1802.9449500376786
0.39,2,2,5,62.4,57.0,4.67,4.7,2.92,826.3021282490217
0.41,4,5,5,62.8,54.0,4.77,4.72,2.98,2208.1433307461557
0.54,4,1,7,61.6,53.0,5.26,5.3,3.25,3021.018541908773
0.55,4,6,5,61.5,56.0,5.26,5.28,3.24,3672.3894973164956
0.35,4,2,6,62.6,57.0,4.47,4.45,2.79,1291.574105120263
1.82,2,3,1,61.3,58.0,7.83,7.94,4.83,11890.281341176265
0.72,4,0,4,61.1,56.0,5.84,5.82,3.56,2595.859125053358
1.52,1,1,2,64.0,58.0,7.2,7.27,4.63,8711.573761020636
0.4,1,4,6,60.6,62.0,4.71,4.73,2.86,1942.9003965219974
0.3,3,4,7,61.6,58.0,4.34,4.3,2.66,1947.0447869530533
1.2,4,2,2,60.8,57.0,6.9,6.88,4.19,6495.369850524403
0.56,0,4,3,57.0,67.0,5.49,5.36,3.09,1533.088169936712
0.54,4,2,5,61.8,56.0,5.25,5.27,3.25,2256.4049850266592
1.55,4,3,4,62.0,57.0,7.37,7.42,4.58,11087.089438667012
1.33,1,6,1,59.0,64.0,7.22,7.12,4.23,8015.13790535879
0.37,3,2,3,61.4,58.0,4.64,4.61,2.84,-189.65993658984007
0.37,3,6,3,60.5,59.0,4.66,4.69,2.83,1134.5033706255049
1.01,4,4,1,61.3,57.0,6.4,6.35,3.91,4983.752486930579
1.19,2,6,1,63.5,57.0,6.67,6.75,4.26,6916.904670007871
0.9,2,1,2,60.5,58.0,6.22,6.27,3.78,3287.531930577028
0.32,4,5,7,62.6,55.0,4.38,4.41,2.75,2569.2155452986726
0.67,1,0,4,64.2,55.6,5.54,5.57,3.57,1711.9647196069855
0.4,1,6,3,63.5,55.0,4.66,4.69,2.97,1075.3264147141913
0.35,2,3,7,62.6,59.0,4.43,4.49,2.79,1859.1342024603523
0.25,4,5,5,62.1,57.0,4.04,4.07,2.52,1096.803040883637
2.38,3,2,4,60.9,59.0,8.62,8.59,5.24,18544.047548829196
2.03,3,0,2,62.1,59.0,8.12,8.06,5.02,13457.178223746907
1.08,4,5,6,61.0,56.0,6.66,6.62,4.05,8390.025461960538
0.71,4,5,2,60.8,57.0,5.8,5.84,3.54,3136.9408805804105
1.01,3,4,1,61.3,60.0,6.43,6.4,3.93,4759.960212599986
0.61,2,1,3,62.7,57.0,5.39,5.42,3.39,1225.109523033585
0.3,4,1,2,61.5,57.0,4.3,4.35,2.66,-1333.2997676090677
0.48,4,4,6,62.0,55.0,4.99,5.04,3.11,2991.7289098200504
0.43,4,6,2,61.5,56.0,4.87,4.82,2.98,1213.2757650835397
0.7,3,6,4,61.0,59.0,5.79,5.72,3.51,4170.283982749501
2.17,4,1,2,60.4,56.0,8.36,8.43,5.07,15424.45261520637
0.7,1,3,3,62.1,61.0,5.68,5.69,3.53,2414.5144729637304
1.73,4,4,4,62.1,57.0,7.73,7.64,4.77,13026.494041796426
1.5,2,0,4,61.3,59.0,7.36,7.41,4.53,9353.004082877625
0.75,3,1,2,62.5,58.0,5.77,5.82,3.62,2015.6272494679386
0.71,1,4,3,63.8,58.0,5.61,5.64,3.59,2844.4946204206753
1.0,2,3,4,59.4,59.0,6.52,6.54,3.88,5816.975484351775
1.02,1,2,1,57.9,61.0,6.75,6.68,3.89,3958.500278226309
0.7,3,5,2,60.7,58.0,5.74,5.73,3.48,2941.8242153947895
0.5,4,5,6,61.9,58.0,5.07,5.11,3.15,3390.832557300141
2.15,3,2,1,62.8,58.0,8.22,8.17,5.15,14777.2618081087
0.34,4,3,5,61.1,57.0,4.48,4.52,2.75,1122.220832953763
0.84,2,1,5,61.7,56.0,6.03,6.07,3.74,4259.497251487004
1.01,2,6,1,64.0,56.0,6.3,6.38,4.06,5282.134690653129
0.51,3,5,1,61.8,58.0,5.11,5.08,3.15,847.605573700755
0.56,4,6,2,62.3,56.0,5.26,5.33,3.3,2213.9507396103563
0.35,4,4,3,61.4,55.0,4.55,4.6,2.81,519.2322100777042
1.05,3,6,2,61.6,61.0,6.55,6.5,4.02,6182.3133977518
0.46,4,5,3,62.1,57.0,4.93,4.89,3.05,1586.960137752188
1.54,3,3,4,61.1,56.0,7.54,7.48,4.59,10809.82877655621
0.3,4,4,6,61.6,55.0,4.33,4.37,2.68,1655.633274329426
0.7,4,3,1,61.8,53.0,5.73,5.69,3.53,1963.0103680173036
0.31,1,2,4,64.0,59.0,4.25,4.28,2.73,-476.56564437215684
0.4,2,5,5,63.6,55.0,4.67,4.7,2.98,1856.6926552031448
1.01,4,6,2,60.8,56.0,6.54,6.48,3.96,6076.421278299651
0.51,2,3,5,63.5,56.0,5.11,5.07,3.23,1995.545658727182
0.9,0,6,3,57.5,66.0,6.3,6.25,3.61,5130.247759572301
0.32,3,5,2,60.1,60.0,4.47,4.42,2.67,-58.75182252704917
0.3,3,4,2,62.1,60.0,4.28,4.26,2.65,-596.2642561167409
0.47,4,0,2,61.9,55.0,5.0,5.05,3.11,-410.64897982711
0.31,2,6,2,62.1,58.0,4.3,4.33,2.68,73.42218536968403
0.58,4,3,7,61.3,56.0,5.36,5.39,3.29,3957.907517138485
0.4,4,4,6,61.3,56.0,4.76,4.73,2.91,2358.0199124932847
0.23,2,5,6,61.3,58.0,3.94,3.96,2.42,1267.1629610174468
1.14,4,1,2,62.2,56.0,6.65,6.7,4.15,5654.076311945142
0.58,3,4,3,62.2,55.0,5.4,5.31,3.33,2072.9042116675687
1.37,3,0,1,60.7,60.0,7.19,7.07,4.33,6737.187238949896
2.25,4,1,1,60.5,56.0,8.49,8.54,5.15,15664.827242227939
1.09,4,4,2,62.0,56.0,6.56,6.61,4.08,6178.828203011193
1.01,2,4,2,63.3,59.0,6.42,6.38,4.05,5009.385471238112
1.59,3,6,1,59.4,61.0,7.62,7.56,4.51,10757.737598738086
0.51,2,3,5,61.5,56.0,5.12,5.15,3.16,2153.04272918434
0.51,3,2,1,62.9,56.0,5.08,5.06,3.19,-133.60160258223686
0.32,4,5,3,62.1,55.0,4.36,4.4,2.72,625.7033719512447
0.7,1,6,3,64.1,59.0,5.56,5.49,3.54,3372.903999904196
1.24,3,5,1,60.8,57.0,6.98,6.94,4.23,7205.198724468522
0.44,1,0,4,63.1,57.0,4.83,4.87,3.06,-97.53160725116004
0.42,2,6,4,60.7,60.0,4.81,4.88,2.94,1882.4613955422114
1.01,3,4,3,62.8,59.0,6.41,6.33,4.0,5679.078886193247
0.51,3,4,4,60.9,57.0,5.27,5.17,3.18,1986.0630788964208
1.0,0,5,2,66.3,62.0,6.27,6.06,4.09,4783.706866043199
0.52,2,3,2,60.6,61.0,5.17,5.19,3.14,659.4115551064015
0.9,4,3,2,61.9,55.0,6.18,6.23,3.84,4171.357923616477
0.42,4,3,4,61.0,56.0,4.82,4.86,2.95,1224.1097238679567
0.3,2,6,2,60.6,60.0,4.3,4.32,2.61,36.32586810193743
0.93,3,4,1,59.5,60.0,6.39,6.36,3.79,4081.2344889900287
1.23,4,2,1,61.4,54.0,6.95,6.94,4.26,6303.88096215075
0.56,4,5,3,60.9,56.0,5.35,5.32,3.25,2426.298954454276
0.32,1,2,2,63.5,57.0,4.34,4.39,2.77,-1354.0066079707053
0.24,4,4,6,60.8,55.0,4.03,4.06,2.46,1333.8894598027655
1.1,3,6,1,62.4,58.0,6.57,6.6,4.11,6217.415293672104
0.53,2,5,4,63.0,56.0,5.13,5.16,3.24,2382.184948735672
2.01,2,5,1,62.0,61.0,8.04,8.1,5.0,14264.48984420515
1.3,3,2,1,61.3,58.0,6.99,6.95,4.27,6806.541063017414
2.0,2,2,2,60.9,58.0,8.07,8.15,4.94,13832.281220057283
1.02,1,6,1,58.9,65.0,6.59,6.54,3.87,5202.33875456319
1.0,3,5,1,58.5,59.0,6.62,6.51,3.84,5066.462512620015
2.0,3,2,1,62.1,60.0,8.1,8.01,5.3,13260.664168900079
0.3,3,6,3,60.9,58.0,4.35,4.32,2.64,640.0593037983076
0.71,2,5,5,61.7,60.0,5.7,5.74,3.53,4332.08804401518
1.0,4,3,4,62.5,54.0,6.4,6.44,4.01,6035.96027883307
1.2,1,4,4,64.0,56.0,6.63,6.58,4.23,7775.915270571026
0.43,3,3,3,61.2,58.0,4.9,4.84,2.98,570.7414105634671
1.09,0,1,2,56.4,62.0,6.97,6.9,3.9,4678.569647175474
0.72,4,3,4,62.7,55.0,5.71,5.68,3.57,3571.326073366494
1.07,3,5,1,61.3,59.0,6.64,6.58,4.05,5573.238144439179
1.07,3,4,1,58.2,58.0,6.79,6.72,3.93,5402.826450540819
0.73,4,6,3,62.3,54.0,5.77,5.8,3.6,4156.447588548077
1.0,2,2,1,61.6,58.0,6.43,6.47,3.97,3915.052266211545
0.74,3,6,4,62.3,58.0,5.79,5.77,3.6,4521.49959568906
0.9,1,5,1,61.9,62.0,6.14,6.18,3.81,3808.0818714484994
0.53,4,4,7,61.9,54.0,5.22,5.25,3.24,3865.8956745983296
0.98,0,3,0,58.7,57.0,6.54,6.43,3.8,3448.6377273889607
0.37,4,2,2,59.7,56.0,4.71,4.67,2.8,-438.9570858116999
0.36,3,3,4,59.7,59.0,4.61,4.64,2.76,667.143733464427
1.86,3,2,1,62.3,57.0,7.85,7.82,4.88,12040.607600719972
0.4,3,3,2,61.6,59.0,4.72,4.66,2.89,-156.33756459948927
0.56,4,4,2,61.5,55.0,5.32,5.35,3.28,1606.9604982198002
2.01,3,2,2,58.2,62.0,8.26,8.21,4.79,14013.098616675883
0.78,2,2,4,61.9,57.1,5.87,5.95,3.66,3529.846424926158
0.32,3,6,2,60.4,58.0,4.44,4.47,2.69,319.80081413505786
0.43,2,4,3,61.2,59.0,4.84,4.87,2.97,801.6757201201399
1.02,3,2,3,61.0,58.0,6.56,6.49,3.98,5186.112670060548
0.52,2,3,4,59.5,58.0,5.21,5.28,3.12,1795.9551991933918
0.32,1,2,2,63.4,55.0,4.36,4.38,2.77,-1311.7278393115016
1.15,3,3,2,62.6,58.0,6.71,6.65,4.18,6147.745378768797
1.01,3,4,5,61.8,59.0,6.46,6.42,3.98,6720.482871913548
1.02,2,0,1,63.4,56.0,6.42,6.36,4.05,3393.9698098152326
1.02,3,4,4,61.9,58.0,6.45,6.5,4.01,6356.4114764518945
0.71,4,5,5,62.0,53.9,5.73,5.77,3.57,4680.836745636609
0.32,4,5,3,62.1,55.0,4.39,4.43,2.74,599.7008584553787
0.7,4,1,2,62.5,55.0,5.7,5.73,3.57,1735.3651752368
0.7,4,0,1,61.4,55.0,5.72,5.75,3.52,985.1822597674022
2.04,4,1,2,60.2,56.0,8.19,8.26,4.95,14187.194417085846
0.52,2,3,2,61.7,57.0,5.13,5.16,3.17,708.2734010482873
0.41,2,5,2,61.4,56.0,4.77,4.81,2.94,531.3033873930103
2.5,3,2,0,59.9,60.0,8.75,8.67,5.22,17778.650432721257
0.31,3,5,4,60.2,58.0,4.43,4.38,2.65,913.0788736569907
1.27,2,1,3,63.3,63.0,6.87,6.82,4.33,6848.5531969174945
0.63,3,2,4,61.7,59.0,5.53,5.49,3.4,2291.7244548672716
0.4,3,5,2,61.0,59.0,4.71,4.74,2.88,550.0484923242461
0.91,2,3,2,60.2,58.0,6.29,6.31,3.79,4005.0027239349156
0.31,2,5,2,62.8,57.0,4.32,4.34,2.72,-298.5180653743405
1.2,3,3,4,62.5,59.0,6.72,6.64,4.19,7660.11825951892
1.5,4,3,4,61.3,53.9,7.37,7.42,4.53,10687.152483711934
0.77,1,6,1,63.8,58.0,5.78,5.81,3.7,2988.8987730451827
0.27,2,4,4,60.5,57.0,4.21,4.23,2.55,232.31033093861743
2.0,4,2,2,63.9,54.0,7.92,8.0,5.1,14057.024814734938
0.34,4,5,4,62.8,56.0,4.46,4.49,2.81,1171.4367592196159
0.3,4,5,3,62.3,57.0,4.32,4.29,2.68,374.51528639630624
0.32,4,5,3,62.0,55.0,4.38,4.46,2.74,617.6182128368519
0.71,2,6,2,63.2,58.0,5.65,5.68,3.58,3125.157902648468
0.35,4,2,5,59.2,56.0,4.6,4.65,2.74,985.4481102601135
1.53,3,2,3,59.8,58.0,7.49,7.52,4.49,9979.736260335692
1.06,4,1,1,61.3,56.0,6.59,6.55,4.03,4415.408938247989
0.24,1,4,4,58.3,61.0,4.09,4.14,2.4,-30.830658870369007
0.41,2,5,2,63.1,57.0,4.73,4.71,2.98,398.58320395921874
0.9,2,6,2,59.4,62.0,6.19,6.24,3.69,4915.30665198903
1.38,3,2,1,60.2,60.0,7.31,7.24,4.37,7430.331458104705
0.31,2,3,3,62.6,57.0,4.3,4.32,2.7,-410.41016178782274
1.02,3,1,1,61.2,59.0,6.51,6.46,3.97,3863.133220071653
0.83,4,1,2,61.9,57.0,5.96,6.02,3.71,2909.2632277150574
1.02,3,4,1,62.0,59.0,6.42,6.33,3.95,4843.09845530929
0.9,3,1,3,58.4,62.0,6.35,6.29,3.69,3862.310190761042
0.4,2,6,3,59.6,58.0,4.8,4.83,2.87,1316.5812036270777
1.51,0,1,3,58.8,62.0,7.57,7.51,4.43,8987.867290596354
0.41,4,1,7,61.8,55.0,4.77,4.81,2.96,1975.3394064684935
1.72,3,2,3,61.9,56.0,7.74,7.67,4.77,11686.36631851795
0.27,2,0,5,60.8,57.0,4.16,4.2,2.54,-540.2379037264213
0.7,3,3,2,62.2,58.0,5.69,5.76,3.56,2217.3295298938015
0.32,4,4,5,61.2,55.0,4.43,4.46,2.72,1316.7255155318562
2.05,4,2,2,62.4,57.0,8.14,8.08,5.06,14448.826211637965
0.77,3,0,3,62.3,58.0,5.86,5.8,3.63,2344.485825207659
1.28,1,2,1,56.8,62.0,7.22,7.16,4.08,6419.832547929576
1.21,4,3,3,59.8,57.0,6.98,6.9,4.15,7438.830199509428
0.24,2,5,6,62.5,59.0,3.96,4.01,2.49,1233.9731352410263
1.7,4,1,2,62.9,57.0,7.57,7.5,4.74,10805.511854424167
0.32,4,1,3,62.5,55.0,4.37,4.4,2.74,-708.1642618038909
1.5,3,2,1,62.2,60.0,7.29,7.24,4.52,8575.143270448583
1.35,4,3,5,61.5,55.0,7.11,7.16,4.39,9750.683631569102
1.23,4,3,5,61.0,55.0,6.93,6.95,4.23,8654.050486788605
0.3,4,4,2,62.5,57.0,4.27,4.31,2.68,-420.439823767701
0.32,4,2,3,62.1,56.0,4.42,4.37,2.73,-423.7096780361967
1.1,2,3,1,63.4,56.0,6.56,6.54,4.15,5105.05300805207
0.33,4,3,5,60.4,57.0,4.48,4.52,2.72,1071.862005997279
1.24,3,2,2,60.2,60.0,6.94,6.91,4.17,6742.780981520684
2.01,4,1,1,62.1,55.0,8.12,8.08,5.03,13289.13123334487
2.0,0,2,4,66.0,56.0,7.79,7.72,5.12,14459.745382077434
1.6,4,3,3,62.2,55.0,7.5,7.46,4.65,11046.155810454931
1.3,3,1,3,62.7,58.0,6.97,6.9,4.35,7384.986141775158
0.52,4,3,1,63.0,55.0,5.14,5.12,3.23,383.4392175378234
0.4,3,2,4,61.8,59.2,4.72,4.74,2.92,502.1398555091432
1.02,3,3,4,62.0,59.0,6.45,6.39,3.98,5996.325073043865
0.53,2,5,3,60.1,60.0,5.21,5.28,3.15,1947.7800448098708
0.41,2,3,2,62.8,58.0,4.72,4.74,2.97,-239.22427985891363
0.9,4,5,1,62.0,55.0,6.15,6.23,3.84,4335.28667170704
1.11,2,5,6,60.2,59.0,6.67,6.79,4.05,8456.250241369213
1.04,3,6,4,60.5,59.0,6.62,6.58,3.99,7158.537577993686
0.5,1,0,3,57.7,60.0,5.28,5.26,3.04,23.73837603774018
2.01,2,3,2,62.1,60.0,7.94,8.03,4.96,14223.832547475671
0.23,2,6,5,62.6,58.0,3.89,3.94,2.45,1027.2221391591174
0.39,4,5,2,61.1,55.0,4.74,4.75,2.9,632.0879415591162
0.27,2,5,6,62.6,58.0,4.11,4.16,2.59,1445.2740626665732
2.03,2,5,1,63.7,58.0,7.91,7.94,5.05,14528.547224965525
0.2,3,4,3,62.6,59.0,3.73,3.71,2.33,-712.3835752690279
1.0,1,0,3,64.3,59.0,6.27,6.21,4.01,4036.529841884653
0.51,2,5,4,59.6,56.0,5.19,5.24,3.11,2394.918233389672
1.32,2,4,5,61.6,61.0,6.97,7.02,4.31,9466.33161816265
2.08,3,3,1,62.2,60.0,8.16,8.09,5.06,14395.035444728106
0.57,2,1,2,62.5,58.0,5.22,5.27,3.28,431.5249451529603
1.16,2,3,4,62.9,55.0,6.65,6.74,4.21,7245.419130851151
2.03,4,0,3,60.5,57.0,8.26,8.2,4.98,14141.94278247503
0.41,2,4,2,63.4,57.0,4.74,4.73,3.0,42.60276637132256
0.3,4,6,2,62.1,56.0,4.33,4.3,2.68,230.80696880507503
0.4,4,3,3,61.0,57.0,4.74,4.77,2.9,550.8706598647409
0.59,2,1,2,62.8,59.0,5.34,5.36,3.36,491.71149211429247
1.05,4,2,2,61.4,57.0,6.49,6.54,4.0,5185.7082077711
1.08,2,3,1,59.8,57.0,6.66,6.72,4.0,5076.677037302355
1.62,1,0,1,64.2,62.0,7.41,7.33,4.73,8659.201434423543
0.7,3,4,4,60.4,60.0,5.73,5.7,3.45,3600.53366235678
0.5,3,5,3,61.8,58.0,5.11,5.05,3.14,1740.134322114744
1.25,2,3,1,61.4,59.0,6.97,6.93,4.27,6453.304531104521
0.53,3,1,4,62.3,58.0,5.18,5.26,3.25,1173.6607339622933
1.2,4,2,4,62.1,57.0,6.77,6.82,4.22,7503.015171011383
0.49,3,3,2,62.4,58.0,5.05,4.99,3.13,488.44047418302534
1.2,3,2,1,62.3,58.0,6.76,6.81,4.23,5847.185294240529
1.61,4,3,2,61.2,55.0,7.62,7.57,4.65,10632.200499501705
1.51,3,2,3,60.2,60.0,7.35,7.33,4.42,9798.651987319761
